Complex,logFC,AveExpr,t,P.Value,adj.P.Val,B,Lineage
SUV39H1/2-HP1,0.02016773527199316,0.10173277260252934,2.6457966049170563,0.008269600581373356,0.013676647115348241,-3.7748926010846673,Mature B-Cell Neoplasms
WICH / B-WICH,0.062077670712812984,0.3771652369105695,2.2069449861854986,0.02753003134327776,0.03910426640408979,-4.82954459981626,Mature B-Cell Neoplasms
mSin3A/HDAC,0.040250623196645595,0.30224111428184264,4.430977701545946,1.034722727070254e-5,3.640098020593509e-5,2.438622515696336,Mature B-Cell Neoplasms
ncBAF (non-canonical BAF / bBAF),0.0497669057212559,0.35936621971996374,3.505273887208482,4.7506292714110255e-4,0.0010213852933533705,-1.1658294811217251,Mature B-Cell Neoplasms
Lineage,NA,NA,NA,NA,NA,NA,Mature T and NK Neoplasms
ACF,0.05732868199270432,0.2940597214083108,0.9589528477418967,0.3377995411149092,0.6425452317548777,-5.914036604591034,Mature T and NK Neoplasms
ATAC,-0.08726350762050217,0.2862401943992777,-1.9356725108470862,0.05317150403037887,0.20785224302784466,-4.543601008359856,Mature T and NK Neoplasms
BAF (canonical/cBAF),0.019249918211321822,0.28103164933152663,0.6816318942680049,0.4956195000089938,0.8524655400154694,-6.134920194419866,Mature T and NK Neoplasms
BCOR complex,-0.004201874679826524,0.07688398925835595,-0.2076396864097378,0.8355498920702438,0.9028201015906504,-6.339645228687121,Mature T and NK Neoplasms
BRCA1-A,-0.036529265104828325,0.23973389480036114,-0.9501508961014552,0.34225055069330745,0.6425452317548777,-5.9221930119757795,Mature T and NK Neoplasms
CAF-1,-0.005200434109674599,0.9690249844625101,-0.29444116113140967,0.7684780251111453,0.9028201015906504,-6.318474045106645,Mature T and NK Neoplasms
CHRAC,0.10585762397848318,0.26206692106594376,2.2000635438491742,0.028015970842827337,0.13385408291573062,-4.014574303523094,Mature T and NK Neoplasms
DAXX-ATRX,-0.11345631985078126,0.25018074947967495,-1.5720520915173872,0.1162346661077482,0.3570064744737981,-5.161398203388527,Mature T and NK Neoplasms
DNMT1-UHRF1,-0.18588848087657084,0.7253934436802176,-2.353835202449789,0.018761265632060913,0.12101612653216177,-3.6760702058381014,Mature T and NK Neoplasms
Elongator,-0.015778762668916126,0.7476231388617897,-0.24691899109013643,0.8050183740679668,0.9028201015906504,-6.330971540359925,Mature T and NK Neoplasms
FACT,-0.002335720238908338,0.9846571827461597,-0.19890390514982526,0.8423757653657564,0.9028201015906504,-6.341370522683292,Mature T and NK Neoplasms
G9a/GLP,0.1173182391328449,0.1813339326617885,2.066001182913503,0.03906909573838222,0.16799711167504355,-4.291207074238732,Mature T and NK Neoplasms
HAT1 complex,0.0696971977183412,0.5070069141011739,2.4648602866782245,0.013863133561668765,0.12101612653216177,-3.4176065856523037,Mature T and NK Neoplasms
HBO1,-0.06960733505623266,0.1272006936982836,-2.682991701828813,0.007409381332936616,0.12101612653216177,-2.875546964288715,Mature T and NK Neoplasms
HIRA,-0.20406453720359527,0.42351438993766954,-3.9726409011282255,7.584755729241181e-5,0.003261444963573708,1.2487540828075678,Mature T and NK Neoplasms
INO80,0.015128170711369855,0.6562516235772355,0.3666707073160506,0.7139372916165665,0.9028201015906504,-6.295277924730494,Mature T and NK Neoplasms
LSD1-CoREST,0.05759091484623573,0.15410883043179746,1.7296734355154042,0.08397756943189266,0.277771960428568,-4.90923266782843,Mature T and NK Neoplasms
MLL1/MLL2 (KMT2A/KMT2B),-0.09498792812027641,0.4921214235772354,-2.2262718851179724,0.026203993652756486,0.13385408291573062,-3.9584811550946988,Mature T and NK Neoplasms
MLL3/MLL4 (KMT2C/KMT2D),-0.043134362559125776,0.3775775624299912,-1.1428220379799174,0.2533686141034124,0.6116208270090229,-5.726493434587016,Mature T and NK Neoplasms
MOZ/MORF,-0.07371277440660191,0.1292105213351399,-2.399925515971215,0.016568806724093135,0.12101612653216177,-3.5702027081708203,Mature T and NK Neoplasms
MSL,-0.010436147346297454,0.3698017822041551,-0.33912271295137486,0.7345839490052398,0.9028201015906504,-6.30472260654344,Mature T and NK Neoplasms
Menin-MLL,-0.12161432151263486,0.532817426829269,-2.6164306683937246,0.009010876703789973,0.12101612653216177,-3.0457610572019553,Mature T and NK Neoplasms
NSL,-0.004387610209162908,0.690279032429991,-0.20564733896436066,0.8371055797508306,0.9028201015906504,-6.340045238383051,Mature T and NK Neoplasms
NURF,-0.002708788257836732,0.430541240740741,-0.07527972800562822,0.9400062489078994,0.9623811713319528,-6.357837238891454,Mature T and NK Neoplasms
NoRC,0.010092493641806316,0.2806835276856367,0.17536196196008094,0.860828468958527,0.9028201015906504,-6.345650870270078,Mature T and NK Neoplasms
NuA4/TIP60,-0.013935758298961067,0.7442379977416442,-0.4627721185117232,0.6436219810288274,0.9028201015906504,-6.256559759598486,Mature T and NK Neoplasms
NuRD (Mi-2/NuRD),0.006354517480007379,0.23344356913279152,0.34571888142281576,0.7296220650026772,0.9028201015906504,-6.302528268867001,Mature T and NK Neoplasms
PBAF,0.04914747708194456,0.3440632730803972,1.1364401867503109,0.2560273229340096,0.6116208270090229,-5.733551233936492,Mature T and NK Neoplasms
PCAF complex,0.045085301240714665,0.4083963325654916,1.172079511731999,0.24142653033532543,0.6116208270090229,-5.693632456118232,Mature T and NK Neoplasms
PR-DUB,-0.015042265197222324,0.19108004058717235,-0.3951469767094509,0.6928133307787865,0.9028201015906504,-6.284740245761322,Mature T and NK Neoplasms
PRC1 (canonical and variant PCGF complexes),-0.0030688078727638176,0.0774263117434509,-0.2570247830276955,0.7972091388261141,0.9028201015906504,-6.3284975595725825,Mature T and NK Neoplasms
PRC2,-0.013325610523013853,0.2068612206504066,-0.5374303004910724,0.5910823506281101,0.9028201015906504,-6.220291098265657,Mature T and NK Neoplasms
Piccolo NuA4,0.056063546907158826,0.7310030581752486,1.0247518023728408,0.30571236588564804,0.6425452317548777,-5.850685294424977,Mature T and NK Neoplasms
RSF,-0.0025863847222591992,0.25863721200632345,-0.04717675831304677,0.9623811713319528,0.9623811713319528,-6.359509114603829,Mature T and NK Neoplasms
SAGA,0.09851012013310186,0.3105263303613374,2.335527149932475,0.019700299668026333,0.12101612653216177,-3.717559135113348,Mature T and NK Neoplasms
SET1C/COMPASS,-0.04943668152498356,0.589783839656728,-1.1560264070579558,0.2479288986521665,0.6116208270090229,-5.71176532697821,Mature T and NK Neoplasms
SETDB1-ATF7IP/KAP1,-0.11509966931379786,0.2953410291228548,-1.8637118505428716,0.06263644849695497,0.22444727378075532,-4.675965478371918,Mature T and NK Neoplasms
SRCAP,0.016669784954164574,0.8039866308943082,0.5078436999264573,0.6116678260291644,0.9028201015906504,-6.235311505390247,Mature T and NK Neoplasms
STAGA/TFTC,0.023018826008231554,0.252413731020777,0.9183749809191608,0.35862989679342006,0.6425452317548777,-5.951013694472295,Mature T and NK Neoplasms
SUV39H1/2-HP1,-0.011359437301177664,0.10173277260252934,-0.5901355903753087,0.5552245616860532,0.9028201015906504,-6.191428568474271,Mature T and NK Neoplasms
WICH / B-WICH,0.027438614200617932,0.3771652369105695,0.38629041615552856,0.6993585422887943,0.9028201015906504,-6.288102008158907,Mature T and NK Neoplasms
mSin3A/HDAC,0.024822491367377054,0.30224111428184264,1.0821014763052443,0.27945165128227917,0.632443210796737,-5.79204826904096,Mature T and NK Neoplasms
ncBAF (non-canonical BAF / bBAF),0.03339714011149959,0.35936621971996374,0.931507299794459,0.35180173365964296,0.6425452317548777,-5.939221327088953,Mature T and NK Neoplasms
Lineage,NA,NA,NA,NA,NA,NA,Melanoma
ACF,0.0213626287976733,0.2940597214083108,0.9771080276963364,0.3287369499424484,0.5048460302687601,-6.302078265483853,Melanoma
ATAC,-0.020660229787411773,0.2862401943992777,-1.2531323904806158,0.21043181727539814,0.3619427257136848,-5.998302629207059,Melanoma
BAF (canonical/cBAF),-0.005037447493993229,0.28103164933152663,-0.48774647399977683,0.625829521076336,0.7153439098432551,-6.656036779745617,Melanoma
BCOR complex,-0.020302996933102852,0.07688398925835595,-2.743405526355487,0.006182326535284959,0.04430667350287554,-3.068384935731156,Melanoma
BRCA1-A,0.05077993816947091,0.23973389480036114,3.6116562318424825,3.183903310296539e-4,0.005904888292060486,-0.3686387516574774,Melanoma
CAF-1,-0.003708428066718803,0.9690249844625101,-0.5741314985289884,0.5659996898927531,0.7153439098432551,-6.610729328198141,Melanoma
CHRAC,0.027274998928428603,0.26206692106594376,1.5500311154164939,0.12143031735061977,0.24864303076555475,-5.587897387935211,Melanoma
DAXX-ATRX,0.06861887485125724,0.25018074947967495,2.5998268477991577,0.009455786793637913,0.04993403553007677,-3.4448614893546847,Melanoma
DNMT1-UHRF1,0.022396614497472694,0.7253934436802176,0.7754763212365299,0.4382299292178602,0.5888714673864996,-6.4765362877454695,Melanoma
Elongator,0.07300171861248123,0.7476231388617897,3.1237568797068715,0.0018336721414341146,0.01971197552041673,-1.9748299168625207,Melanoma
FACT,-3.607069334845706e-4,0.9846571827461597,-0.08399231813404012,0.9330782768128416,0.9330782768128416,-6.7700716536382135,Melanoma
G9a/GLP,0.05769611356283218,0.1813339326617885,2.7782682839252453,0.005560716583277582,0.04430667350287554,-2.9739641976034084,Melanoma
HAT1 complex,-0.036642832712128516,0.5070069141011739,-3.5434688706417425,4.119689506088711e-4,0.005904888292060486,-0.6067847954012944,Melanoma
HBO1,0.03747902975155761,0.1272006936982836,3.9501651511659452,8.321996262617843e-5,0.003578458392925672,0.879070202937478,Melanoma
HIRA,0.02482489644993561,0.42351438993766954,1.3214836920225865,0.1866231590995994,0.33436649338678226,-5.911496517510131,Melanoma
INO80,0.030421821293823634,0.6562516235772355,2.0162185304690334,0.04402712149397089,0.11832288901504676,-4.769025499356479,Melanoma
LSD1-CoREST,-0.01974220478945782,0.15410883043179746,-1.621318663433101,0.10524449114462166,0.23818490101151216,-5.476468847335421,Melanoma
MLL1/MLL2 (KMT2A/KMT2B),-0.004728875826865727,0.4921214235772354,-0.3030611650328034,0.7619022711622381,0.8190449414994059,-6.72818219293684,Melanoma
MLL3/MLL4 (KMT2C/KMT2D),0.00700729336915939,0.3775775624299912,0.5076543521109317,0.611800587027643,0.7153439098432551,-6.646248751046526,Melanoma
MOZ/MORF,0.017072270132986657,0.1292105213351399,1.5198784977255564,0.12883745977522754,0.25181867137885383,-5.633527807886253,Melanoma
MSL,0.019055605720684557,0.3698017822041551,1.6931756933509396,0.09071362149090624,0.21670476245049825,-5.3591061455926665,Melanoma
Menin-MLL,0.0036150767218025414,0.532817426829269,0.2126692109825815,0.8316255683190134,0.8514261770885136,-6.751212396923154,Melanoma
NSL,-0.008758613048624379,0.690279032429991,-1.122517155389645,0.26189485504257026,0.4331337987242508,-6.151399877210874,Melanoma
NURF,0.03375459019957117,0.430541240740741,2.5650652325305208,0.010451309762109092,0.04993403553007677,-3.5330062045518136,Melanoma
NoRC,0.04130053009138746,0.2806835276856367,1.9622535725366874,0.04999232980558856,0.12645118715531226,-4.874701063908125,Melanoma
NuA4/TIP60,0.006982478923463243,0.7442379977416442,0.6340285359464601,0.526197953515001,0.685651878822577,-6.574989472261393,Melanoma
NuRD (Mi-2/NuRD),-0.005703449280094554,0.23344356913279152,-0.8484782139563434,0.3963617878055715,0.549792157278696,-6.4180021612485145,Melanoma
PBAF,-0.03443673312373461,0.3440632730803972,-2.1773582451328526,0.029672201539206307,0.11322128122219102,-4.436556657385596,Melanoma
PCAF complex,-0.02979822034647159,0.4083963325654916,-2.118239280152648,0.034385282682463936,0.11322128122219102,-4.561475413948575,Melanoma
PR-DUB,0.02990569668865308,0.19108004058717235,2.148136814203735,0.03192729223788724,0.11322128122219102,-4.498727734169206,Melanoma
PRC1 (canonical and variant PCGF complexes),-0.0019373211836485127,0.0774263117434509,-0.4436796607738534,0.6573640544157895,0.7247860087148449,-6.67631099664215,Melanoma
PRC2,-0.021551909294400793,0.2068612206504066,-2.3767492999044895,0.017641356280788258,0.0758578320073895,-3.990131069774846,Melanoma
Piccolo NuA4,0.04082555377829085,0.7310030581752486,2.040482132922894,0.04154787371365063,0.11832288901504676,-4.7205847986969,Melanoma
RSF,0.031173997900420154,0.25863721200632345,1.5548556013533315,0.12027673693816644,0.24864303076555475,-5.580513607109071,Melanoma
SAGA,-0.008154114214368116,0.3105263303613374,-0.5286198330031106,0.5971790343208816,0.7153439098432551,-6.635517695837062,Melanoma
SET1C/COMPASS,0.04164094400286474,0.589783839656728,2.662573478933736,0.007871118442402484,0.048351156146186694,-3.28279058290402,Melanoma
SETDB1-ATF7IP/KAP1,0.024731603722059306,0.2953410291228548,1.0950137214254605,0.2737575126948253,0.43598418688435137,-6.181496883896807,Melanoma
SRCAP,0.017484246293807598,0.8039866308943082,1.4564969474880385,0.14554921799322523,0.27211375537863847,-5.726534150762277,Melanoma
STAGA/TFTC,-0.00837891673931126,0.252413731020777,-0.9140865943822098,0.36087761975624066,0.5350944017075293,-6.360912468043129,Melanoma
SUV39H1/2-HP1,-0.0033706610193248252,0.10173277260252934,-0.478820414584651,0.6321643854428767,0.7153439098432551,-6.660298347329662,Melanoma
WICH / B-WICH,0.05428895413545546,0.3771652369105695,2.089901542824937,0.03686274272350405,0.11322128122219102,-4.620144485478422,Melanoma
mSin3A/HDAC,-0.0018012738492230928,0.30224111428184264,-0.2147162712129972,0.8300295183695017,0.8514261770885136,-6.750780181426355,Melanoma
ncBAF (non-canonical BAF / bBAF),-0.01136243844965827,0.35936621971996374,-0.8665849034338505,0.38636413588107343,0.549792157278696,-6.40267042815817,Melanoma
Lineage,NA,NA,NA,NA,NA,NA,Myeloproliferative Neoplasms
ACF,0.046032863610997024,0.2940597214083108,0.8591440542260258,0.3904538401011949,0.9094568410017612,-5.790935307676055,Myeloproliferative Neoplasms
ATAC,-0.019978560827819205,0.2862401943992777,-0.4944656393769525,0.6210790616802649,0.9094568410017612,-6.026704288557198,Myeloproliferative Neoplasms
BAF (canonical/cBAF),0.021133913491809594,0.28103164933152663,0.8349753235550378,0.403918311023747,0.9094568410017612,-5.810487058532466,Myeloproliferative Neoplasms
BCOR complex,0.011885175089685672,0.07688398925835595,0.6553081262315248,0.5124104837522616,0.9094568410017612,-5.93836340633536,Myeloproliferative Neoplasms
BRCA1-A,-0.031014100512145374,0.23973389480036114,-0.900085028217751,0.36827791330392523,0.9094568410017612,-5.756544405630641,Myeloproliferative Neoplasms
CAF-1,-8.854565486987795e-4,0.9690249844625101,-0.05593696236410063,0.9554024856014605,0.9875817416242048,-6.1420277795285445,Myeloproliferative Neoplasms
CHRAC,0.040107925210190555,0.26206692106594376,0.9300707361320344,0.3525446398686257,0.9094568410017612,-5.730342166149687,Myeloproliferative Neoplasms
DAXX-ATRX,0.017390039712633427,0.25018074947967495,0.2688509124719727,0.7880963396390571,0.9875817416242048,-6.108984752495668,Myeloproliferative Neoplasms
DNMT1-UHRF1,-0.1474872482643757,0.7253934436802176,-2.0837746428361155,0.03741796588797759,0.4452488207813411,-4.073037556525044,Myeloproliferative Neoplasms
Elongator,-0.11693783603476998,0.7476231388617897,-2.0417816828251087,0.041418494956403824,0.4452488207813411,-4.1554790121329646,Myeloproliferative Neoplasms
FACT,0.009028276102555063,0.9846571827461597,0.8578276070820932,0.3911800863373879,0.9094568410017612,-5.792014661670787,Myeloproliferative Neoplasms
G9a/GLP,-0.0766072972504477,0.1813339326617885,-1.505247349217386,0.13255618146153858,0.8987007168440565,-5.062022840241836,Myeloproliferative Neoplasms
HAT1 complex,0.01502979924273153,0.5070069141011739,0.5930657868928281,0.5532626678799548,0.9094568410017612,-5.975479000179005,Myeloproliferative Neoplasms
HBO1,0.0043735066559624945,0.1272006936982836,0.18809048010116677,0.8508414472147601,0.9875817416242048,-6.126617836107696,Myeloproliferative Neoplasms
HIRA,-0.06758478665847321,0.42351438993766954,-1.4680248898245605,0.14239190933556553,0.8987007168440565,-5.114793568339617,Myeloproliferative Neoplasms
INO80,-0.04150659099594703,0.6562516235772355,-1.1224824665130653,0.26190964680289525,0.9094568410017612,-5.541818223743828,Myeloproliferative Neoplasms
LSD1-CoREST,0.10137375986208941,0.15410883043179746,3.397100483410384,7.061391163254364e-4,0.030363982001993767,-0.6599084876270442,Myeloproliferative Neoplasms
MLL1/MLL2 (KMT2A/KMT2B),0.0022277048065527734,0.4921214235772354,0.058255928614194444,0.9535556697021631,0.9875817416242048,-6.141901240316776,Myeloproliferative Neoplasms
MLL3/MLL4 (KMT2C/KMT2D),0.023601888294532823,0.3775775624299912,0.6977095596204415,0.48551071607007246,0.9094568410017612,-5.91096143558281,Myeloproliferative Neoplasms
MOZ/MORF,0.029142688972666322,0.1292105213351399,1.0586620072643957,0.2899930877623153,0.9094568410017612,-5.608258402538217,Myeloproliferative Neoplasms
MSL,-0.035855784297516825,0.3698017822041551,-1.3000157170511477,0.1938760451424522,0.9053625990513494,-5.3366034815798296,Myeloproliferative Neoplasms
Menin-MLL,-0.004807706634585986,0.532817426829269,-0.11540780199864,0.9081435901942481,0.9875817416242048,-6.137158515056594,Myeloproliferative Neoplasms
NSL,0.0010228502786420565,0.690279032429991,0.05349089005498842,0.9573507905852837,0.9875817416242048,-6.142155684587989,Myeloproliferative Neoplasms
NURF,-0.015335729977348896,0.430541240740741,-0.4755324266371931,0.6345047727919264,0.9094568410017612,-6.035478075814412,Myeloproliferative Neoplasms
NoRC,0.03252770678326975,0.2806835276856367,0.6306132017353548,0.5284283813384776,0.9094568410017612,-5.953531720384071,Myeloproliferative Neoplasms
NuA4/TIP60,0.03381236682299017,0.7442379977416442,1.2528089651210645,0.2105494416398487,0.9053625990513494,-5.394097791396626,Myeloproliferative Neoplasms
NuRD (Mi-2/NuRD),0.041425980309275676,0.23344356913279152,2.514699037429342,0.012059381592217684,0.2592767042326802,-3.1310476316986,Myeloproliferative Neoplasms
PBAF,0.027233659008773923,0.3440632730803972,0.7026257308624533,0.4824421404670284,0.9094568410017612,-5.907673353618061,Myeloproliferative Neoplasms
PCAF complex,-0.04344905153977308,0.4083963325654916,-1.2603033767530034,0.2078352415864218,0.9053625990513494,-5.385111684557813,Myeloproliferative Neoplasms
PR-DUB,-0.010822965633807729,0.19108004058717235,-0.3172228060993924,0.7511365503645439,0.9875817416242048,-6.095439081818784,Myeloproliferative Neoplasms
PRC1 (canonical and variant PCGF complexes),-0.0014159403849589311,0.0774263117434509,-0.1323192318356169,0.8947567153123893,0.9875817416242048,-6.13515663193595,Myeloproliferative Neoplasms
PRC2,0.013938563989181302,0.2068612206504066,0.627228475480639,0.5306435183367632,0.9094568410017612,-5.955565388908578,Myeloproliferative Neoplasms
Piccolo NuA4,-0.002159350044060616,0.7310030581752486,-0.0440386372070372,0.96488183806884,0.9875817416242048,-6.142596200970527,Myeloproliferative Neoplasms
RSF,7.649484753018698e-4,0.25863721200632345,0.015568252020322295,0.9875817416242048,0.9875817416242048,-6.143407127033358,Myeloproliferative Neoplasms
SAGA,0.001865051316028727,0.3105263303613374,0.04933641151939246,0.960660427630377,0.9875817416242048,-6.142359818489127,Myeloproliferative Neoplasms
SET1C/COMPASS,-0.055719679207910426,0.589783839656728,-1.4537835559269219,0.14630011669554407,0.8987007168440565,-5.134635687522766,Myeloproliferative Neoplasms
SETDB1-ATF7IP/KAP1,0.05360838128376307,0.2953410291228548,0.9685233272127025,0.3330023564513934,0.9094568410017612,-5.695487042872859,Myeloproliferative Neoplasms
SRCAP,-0.0030106979726646508,0.8039866308943082,-0.10233871573595459,0.9185070374022691,0.9875817416242048,-6.138518340956604,Myeloproliferative Neoplasms
STAGA/TFTC,-0.012135423174695235,0.252413731020777,-0.5402123387426874,0.5891632092912984,0.9094568410017612,-6.004092108019403,Myeloproliferative Neoplasms
SUV39H1/2-HP1,-0.01117889192678742,0.10173277260252934,-0.6479872291754049,0.5171324595594755,0.9094568410017612,-5.9429208211383004,Myeloproliferative Neoplasms
WICH / B-WICH,-0.03294985786279667,0.3771652369105695,-0.5175806197493704,0.604858094396173,0.9094568410017612,-6.015528531896601,Myeloproliferative Neoplasms
mSin3A/HDAC,-0.006261381852135111,0.30224111428184264,-0.30455484443783165,0.7607645378316533,0.9875817416242048,-6.099202597352299,Myeloproliferative Neoplasms
ncBAF (non-canonical BAF / bBAF),0.018260830538328804,0.35936621971996374,0.5682902576927967,0.5699573582855572,0.9094568410017612,-5.989223727895388,Myeloproliferative Neoplasms
Lineage,NA,NA,NA,NA,NA,NA,Nerve Sheath Tumor
ACF,-0.005784380086563813,0.2940597214083108,-0.08396507018506615,0.9330999394519007,0.9553166046769459,-5.6768983389731025,Nerve Sheath Tumor
ATAC,-0.06725979073025815,0.2862401943992777,-1.2947063129046972,0.19570140730236119,0.7169449394095282,-4.937559803948109,Nerve Sheath Tumor
BAF (canonical/cBAF),0.008607291930834053,0.28103164933152663,0.2644868503683879,0.7914558191944665,0.8508150056340514,-5.649013553646379,Nerve Sheath Tumor
BCOR complex,-0.03150106844202162,0.07688398925835595,-1.3508561060778144,0.17702759675872431,0.7169449394095282,-4.8718264211507805,Nerve Sheath Tumor
BRCA1-A,0.09628829637078155,0.23973389480036114,2.1734101305021816,0.029968639650807948,0.7169449394095282,-3.591076581362413,Nerve Sheath Tumor
CAF-1,0.013848648817155149,0.9690249844625101,0.680429075056414,0.49638026270559377,0.7169449394095282,-5.47482574561591,Nerve Sheath Tumor
CHRAC,0.05339194403945901,0.26206692106594376,0.9629535842787991,0.33578879712181653,0.7169449394095282,-5.269145587393584,Nerve Sheath Tumor
DAXX-ATRX,0.02857258174677975,0.25018074947967495,0.34356131897169573,0.7312438418221399,0.847953649143697,-5.627700575223125,Nerve Sheath Tumor
DNMT1-UHRF1,0.15622854245269793,0.7253934436802176,1.7167240583204906,0.08631955940896116,0.7169449394095282,-4.375516776477509,Nerve Sheath Tumor
Elongator,0.05956344269693763,0.7476231388617897,0.8088684172919148,0.4187709923642179,0.7169449394095282,-5.390075881978518,Nerve Sheath Tumor
FACT,0.00928956390743356,0.9846571827461597,0.6864902127098557,0.492553017705768,0.7169449394095282,-5.471154632860645,Nerve Sheath Tumor
G9a/GLP,0.08746169564565001,0.1813339326617885,1.336593854485638,0.18163991738373977,0.7169449394095282,-4.888786325918114,Nerve Sheath Tumor
HAT1 complex,-0.015831951001170737,0.5070069141011739,-0.4858788163534057,0.6271527415100566,0.8171990268161343,-5.575379656954686,Nerve Sheath Tumor
HBO1,-0.007023894129403343,0.1272006936982836,-0.23494100191353212,0.8142995525240981,0.8540214819155176,-5.655554690381874,Nerve Sheath Tumor
HIRA,0.05267279410738053,0.42351438993766954,0.8898456155893136,0.37374918863163353,0.7169449394095282,-5.329140733531731,Nerve Sheath Tumor
INO80,0.09017511095527253,0.6562516235772355,1.8966754471566705,0.058140415807291804,0.7169449394095282,-4.088238375445771,Nerve Sheath Tumor
LSD1-CoREST,-0.01579418480620325,0.15410883043179746,-0.4116459913166745,0.6806815153852683,0.847953649143697,-5.604909607222743,Nerve Sheath Tumor
MLL1/MLL2 (KMT2A/KMT2B),0.034349714562650624,0.4921214235772354,0.6986335803473609,0.48493315469354414,0.7169449394095282,-5.463701742849799,Nerve Sheath Tumor
MLL3/MLL4 (KMT2C/KMT2D),0.021823842196971914,0.3775775624299912,0.5017680128441915,0.6159341387633746,0.8171990268161343,-5.5684245079759656,Nerve Sheath Tumor
MOZ/MORF,-0.036196230485870215,0.1292105213351399,-1.0226685203699748,0.306696160600352,0.7169449394095282,-5.216635238389253,Nerve Sheath Tumor
MSL,0.012916821556141808,0.3698017822041551,0.36424103613157416,0.7157501185258871,0.847953649143697,-5.621212562479056,Nerve Sheath Tumor
Menin-MLL,0.04391571141419475,0.532817426829269,0.8199001568026916,0.41245597177557203,0.7169449394095282,-5.382115840917109,Nerve Sheath Tumor
NSL,0.030945333693276452,0.690279032429991,1.2586551674640833,0.20842991725100313,0.7169449394095282,-4.978298373656171,Nerve Sheath Tumor
NURF,0.04502820046167555,0.430541240740741,1.085935700833217,0.277752491153918,0.7169449394095282,-5.157563161346333,Nerve Sheath Tumor
NoRC,-0.04498013611429111,0.2806835276856367,-0.6782256550673326,0.4977755498693056,0.7169449394095282,-5.476152220575339,Nerve Sheath Tumor
NuA4/TIP60,0.0381147819449416,0.7442379977416442,1.0983646742104032,0.27229280655634486,0.7169449394095282,-5.1455427599328525,Nerve Sheath Tumor
NuRD (Mi-2/NuRD),0.02243705504098304,0.23344356913279152,1.0593096068659125,0.2896982678629501,0.7169449394095282,-5.1828547636446345,Nerve Sheath Tumor
PBAF,-0.03485801962537235,0.3440632730803972,-0.699462766372115,0.484415187428049,0.7169449394095282,-5.463188077740757,Nerve Sheath Tumor
PCAF complex,-0.06587022022269984,0.4083963325654916,-1.486030595736769,0.13756616000371982,0.7169449394095282,-4.702183327915948,Nerve Sheath Tumor
PR-DUB,0.06688753747350946,0.19108004058717235,1.524779929647017,0.12761005923735982,0.7169449394095282,-4.650585190782246,Nerve Sheath Tumor
PRC1 (canonical and variant PCGF complexes),-0.013362962628861367,0.0774263117434509,-0.9712355994053581,0.3316508334515931,0.7169449394095282,-5.262051098177191,Nerve Sheath Tumor
PRC2,-0.008554344791306468,0.2068612206504066,-0.29939071042953636,0.7647001896331029,0.847953649143697,-5.640289178490649,Nerve Sheath Tumor
Piccolo NuA4,0.08794953288276892,0.7310030581752486,1.3950449291865397,0.16329233639868823,0.7169449394095282,-4.818141040567783,Nerve Sheath Tumor
RSF,-0.035063954953966366,0.25863721200632345,-0.5550248219937967,0.5789939076966026,0.8031205816436747,-5.543481400920507,Nerve Sheath Tumor
SAGA,-0.08812010883031264,0.3105263303613374,-1.812990938624289,0.07011386604003049,0.7169449394095282,-4.225369154757157,Nerve Sheath Tumor
SET1C/COMPASS,0.053493422743309295,0.589783839656728,1.085513847643062,0.277939098422167,0.7169449394095282,-5.157968753552483,Nerve Sheath Tumor
SETDB1-ATF7IP/KAP1,0.020898956966689995,0.2953410291228548,0.2936607067421202,0.7690742399210274,0.847953649143697,-5.641795499192424,Nerve Sheath Tumor
SRCAP,0.03168350446635995,0.8039866308943082,0.8376253669804358,0.4024285504650814,0.7169449394095282,-5.369100581580094,Nerve Sheath Tumor
STAGA/TFTC,-0.01947928844298785,0.252413731020777,-0.6744138790408267,0.5001941437740894,0.7169449394095282,-5.478436875979479,Nerve Sheath Tumor
SUV39H1/2-HP1,0.018059041034188247,0.10173277260252934,0.8141533427818497,0.41573856128017905,0.7169449394095282,-5.386275976902675,Nerve Sheath Tumor
WICH / B-WICH,0.025099956200617966,0.3771652369105695,0.3066487938866862,0.7591704846302691,0.847953649143697,-5.638339354372349,Nerve Sheath Tumor
mSin3A/HDAC,0.03739962526981618,0.30224111428184264,1.4148370012165132,0.15740772140801948,0.7169449394095282,-4.793537453057999,Nerve Sheath Tumor
ncBAF (non-canonical BAF / bBAF),0.0012593637090605818,0.35936621971996374,0.03048208678927195,0.97568827472458,0.97568827472458,-5.67961184747007,Nerve Sheath Tumor
Lineage,NA,NA,NA,NA,NA,NA,Neuroblastoma
ACF,-0.04287735267755826,0.2940597214083108,-1.5358614256783145,0.1248685620862266,0.23344992042207582,-6.020398082670728,Neuroblastoma
ATAC,0.026453163547415358,0.2862401943992777,1.2565379431162103,0.209195768783868,0.3212649306323687,-6.407874167032108,Neuroblastoma
BAF (canonical/cBAF),0.018683570242278718,0.28103164933152663,1.4167057527438751,0.1568605431456651,0.28104180646931665,-6.195135955217996,Neuroblastoma
BCOR complex,0.08567306515084885,0.07688398925835595,9.065887957811645,5.771676400494525e-19,2.481820852212646e-17,32.20705442429803,Neuroblastoma
BRCA1-A,0.03672767982481523,0.23973389480036114,2.045709276358962,0.04102955200530094,0.09285635453831265,-5.114368008876018,Neuroblastoma
